LintCode  Num,LintCode Title,LeetCode Num,LeetCode Title,LeetCode Num,LeetCode Title
1183,Single  Element in a Sorted Array,540,Single  Element in a Sorted Array,378,Kth  Smallest Element in a Sorted Matrix
1184,Minimum Time  Difference,539,Minimum Time  Difference,389,Find the Difference
1185,Complex  Number Multiplication,537,Complex  Number Multiplication,668,Kth  Smallest Number in Multiplication Table
1187,K-diff Pairs  in an Array,532,K-diff Pairs in  an Array,215,Kth  Largest Element in an Array
1188,Minimum  Absolute Difference in BST,530,Minimum  Absolute Difference in BST,539,Minimum Time  Difference
1190,Longest  Word in Dictionary through Deleting,524,Longest  Word in Dictionary through Deleting,720,Longest Word  in Dictionary
1191,Longest  Uncommon Subsequence II,522,Longest  Uncommon Subsequence II,521,Longest  Uncommon Subsequence I
1192,Longest  Uncommon Subsequence I,521,Longest  Uncommon Subsequence I,522,Longest  Uncommon Subsequence II
1193,Detect Capital,520,Detect Capital,,
1194,Super Washing  Machines,517,Super Washing  Machines,,
1195,Find  Largest Value in Each Tree Row,515,Find  Largest Value in Each Tree Row,366,Find Leaves  of Binary Tree
1197,Find  Bottom Left Tree Value,513,Find Bottom  Left Tree Value,,
1198,Most  Frequent Subtree Sum,508,Most Frequent  Subtree Sum,,
1199,Perfect Number,507,Perfect Number,179,Largest Number
1200,Relative Ranks,506,Relative Ranks,,
1210,Increasing  Subsequences,491,Increasing  Subsequences,300,Longest  Increasing Subsequence
1297,Count  of Smaller Numbers After Self,315,Count  of Smaller Numbers After Self,,
1305,Integer to  English Words,273,Integer to  English Words,12,Integer to Roman
1365,Minimum Cycle  Section,433,Minimum Genetic  Mutation,625,Minimum  Factorization
1366,Directed Graph  Loop,,,,
1367,Police Distance,72,Edit Distance,477,Total Hamming  Distance
1368,Same Number,136,Single Number,179,Largest Number
1377,Find Substring,647,Palindromic  Substrings,76,Minimum Window  Substring
1378,Minimum  String Array Coverage,,,,
1379,The Longest Scene,,,,
1380,Log Sorting,791,Custom Sort String,,
1395,The  Barycentre Of The Trees,,,,
1396,Set Union,,,,
1397,Digital Coverage,498,Diagonal Traverse,,
1398,K Decimal Addition,370,Range Addition,,
